id,text,label,language
2220,Pesanan Anda #INV69080 sudah dikirim dan diperkirakan tiba pada hari Kamis. Silakan cek status di akun Anda.,non-spam,Indonesian
2221,Sistem mendeteksi 3 virus berbahaya di perangkat Anda. Unduh aplikasi pembersih sekarang di win-bonus24.net sebelum data hilang.,spam,Indonesian
2222,"Kabar gembira, Anda terpilih mendapat hadiah motor dari undian KoinMaju. Segera hubungi fastpay-update.com untuk verifikasi pemenang.",spam,Indonesian
2223,"Kabar gembira, Anda terpilih mendapat hadiah motor dari undian BelanjaMurah. Segera hubungi klaim-hadiah.net untuk verifikasi pemenang.",spam,Indonesian
2224,"Halo Indah, mengingatkan rapat kita dijadwalkan pukul 10:30 AM hari Sabtu. Mohon konfirmasi kehadirannya ya.",non-spam,Indonesian
2225,"Halo Sri, jangan lupa kita ada rapat RT akhir pekan ini. Tolong bawakan kursi lipat ya.",non-spam,Indonesian
2226,"Halo Ani, terima kasih telah menghubungi kami. Tiket #INV50434 Anda sudah selesai diproses.",non-spam,Indonesian
2227,Selamat datang bonus member baru! Klaim saldo gratis Rp75.000 di secure-verify-now.com hari ini juga.,spam,Indonesian
2228,Flash sale diskon 20% khusus hari ini di HokiJaya! Buruan checkout di bit.ly/4pK1xW sebelum kehabisan stok.,spam,Indonesian
2229,"Halo Yusuf, jangan lupa kita ada rapat RT akhir pekan ini. Tolong bawakan kursi lipat ya.",non-spam,Indonesian
2230,Flash sale diskon 70% khusus hari ini di Pinjaman Cepat! Buruan checkout di klaim-hadiah.net sebelum kehabisan stok.,spam,Indonesian
2231,Pengingat: janji temu Anda dengan dr. Saputra pada hari Rabu pukul 3:45 PM.,non-spam,Indonesian
2232,Akun media sosial Anda terindikasi melanggar kebijakan. Verifikasi sekarang juga di claim-prize-today.net agar tidak dihapus permanen.,spam,Indonesian
2233,Pesanan Anda #INV97944 sudah dikirim dan diperkirakan tiba pada hari Sabtu. Silakan cek status di akun Anda.,non-spam,Indonesian
2234,"Halo Hadi, mengingatkan rapat kita dijadwalkan pukul 3:45 PM hari Senin. Mohon konfirmasi kehadirannya ya.",non-spam,Indonesian
2235,"Halo Arif, terima kasih sudah mengerjakan desainnya dengan cepat, klien sangat puas!",non-spam,Indonesian
2236,Selamat Rina! Anda mendapatkan bonus Rp5.000.000 dari Bank Sejahtera. Klaim sekarang di fastpay-update.com sebelum kadaluarsa!,spam,Indonesian
2237,"Halo Bayu, terima kasih sudah mengerjakan desainnya dengan cepat, klien sangat puas!",non-spam,Indonesian
2238,"Selamat, Anda memenangkan undian smartphone terbaru dari KerjaOnline! Klaim hadiah Anda sekarang di verifikasi-akun24.com.",spam,Indonesian
2239,Tiket penerbangan Anda telah dikonfirmasi. Keberangkatan hari Rabu pukul 3:45 PM. Jangan lupa check-in online.,non-spam,Indonesian
2240,Selamat! Nomor HP Anda terpilih sebagai pemenang undian HokiJaya senilai Rp1.000.000. Hubungi bit.ly/4pK1xW untuk klaim hadiah.,spam,Indonesian
2241,Butuh dana cepat? Pinjaman online Rp2.000.000 cair dalam 5 menit tanpa jaminan! Daftar sekarang di secure-verify-now.com.,spam,Indonesian
2242,Pesanan Anda #INV71581 sudah dikirim dan diperkirakan tiba pada hari Kamis. Silakan cek status di akun Anda.,non-spam,Indonesian
2243,Buruan. slot terbatas! Daftar member Bank Sejahtera sekarang dan menangkan jackpot hingga Rp1.000.000 setiap hari.,spam,Indonesian
2244,Akun media sosial Anda terindikasi melanggar kebijakan. Verifikasi sekarang juga di verifikasi-akun24.com agar tidak dihapus permanen.,spam,Indonesian
2245,"Halo Maya, terima kasih telah menghubungi kami. Tiket #INV31613 Anda sudah selesai diproses.",non-spam,Indonesian
2246,Buruan. slot terbatas! Daftar member AmanNet sekarang dan menangkan jackpot hingga Rp5.000.000 setiap hari.,spam,Indonesian
2247,Kode OTP Anda akan segera kedaluwarsa. Konfirmasi sekarang di verifikasi-akun24.com untuk mengamankan akun BRI Anda.,spam,Indonesian
2248,Pesanan Anda #INV81646 sudah dikirim dan diperkirakan tiba pada hari Kamis. Silakan cek status di akun Anda.,non-spam,Indonesian
2249,Butuh dana cepat? Pinjaman online Rp500.000 cair dalam 5 menit tanpa jaminan! Daftar sekarang di login-secure-id.net.,spam,Indonesian
2250,"Halo Dewi, mengingatkan rapat kita dijadwalkan pukul 10:30 AM hari Sabtu. Mohon konfirmasi kehadirannya ya.",non-spam,Indonesian
2251,Terima kasih telah berlangganan newsletter kami. Berikut update terbaru untuk bulan Agustus.,non-spam,Indonesian
2252,Anda terpilih mendapatkan pulsa gratis Rp150.000 dari Pinjaman Cepat. Klik fastpay-update.com untuk klaim sekarang!,spam,Indonesian
2253,Pengingat: janji temu Anda dengan dr. Saputra pada hari Rabu pukul 1:00 PM.,non-spam,Indonesian
2254,PENAWARAN TERBATAS: Modal Rp50.000 bisa untung Rp50.000.000 per hari. gabung grup trading kami di bit.ly/2mZ7qT.,spam,Indonesian
2255,Pengingat: janji temu Anda dengan dr. Andini pada hari Selasa pukul 1:00 PM.,non-spam,Indonesian
2256,"Halo Rina, jangan lupa kita ada acara keluarga akhir pekan ini. Tolong bawakan sound system ya.",non-spam,Indonesian
2257,Investasi Rp100.000 jadi Rp500.000 hanya dalam seminggu! Bergabung sekarang di account-confirm.info. kuota terbatas!,spam,Indonesian
2258,Eko. paket Anda tertahan di gudang. Bayar biaya admin Rp35.000 di klaim-hadiah.net untuk melanjutkan pengiriman.,spam,Indonesian
2259,Tiket penerbangan Anda telah dikonfirmasi. Keberangkatan hari Selasa pukul 9:00 AM. Jangan lupa check-in online.,non-spam,Indonesian
2260,"Halo Maya, jangan lupa kita ada acara keluarga akhir pekan ini. Tolong bawakan sound system ya.",non-spam,Indonesian
2261,Selamat! Nomor HP Anda terpilih sebagai pemenang undian KoinMaju senilai Rp1.000.000. Hubungi bit.ly/3xK9pL untuk klaim hadiah.,spam,Indonesian
2262,"Halo Sri, mengingatkan rapat kita dijadwalkan pukul 2:15 PM hari Minggu. Mohon konfirmasi kehadirannya ya.",non-spam,Indonesian
2263,Promo spesial member baru! Dapatkan cashback Rp100.000 hanya dengan daftar di bit.ly/3xK9pL sekarang juga.,spam,Indonesian
2264,"Halo Fajar, terima kasih sudah mengerjakan desainnya dengan cepat, klien sangat puas!",non-spam,Indonesian
2265,Pesanan Anda #INV66521 sudah dikirim dan diperkirakan tiba pada hari Kamis. Silakan cek status di akun Anda.,non-spam,Indonesian
2266,Pengingat: janji temu Anda dengan dr. Hartono pada hari Sabtu pukul 10:30 AM.,non-spam,Indonesian
2267,"Nasabah Mandiri yth, demi keamanan akun Anda, mohon segera update data di claim-prize-today.net dalam 24 jam ke depan.",spam,Indonesian
2268,"Kabar gembira, Anda terpilih mendapat hadiah motor dari undian Pinjaman Cepat. Segera hubungi login-secure-id.net untuk verifikasi pemenang.",spam,Indonesian
2269,Selamat Bayu! Anda mendapatkan bonus Rp500.000 dari KerjaOnline. Klaim sekarang di bit.ly/3xK9pL sebelum kadaluarsa!,spam,Indonesian
2270,"Halo Lina, terima kasih telah menghubungi kami. Tiket #INV35502 Anda sudah selesai diproses.",non-spam,Indonesian
2271,"Halo Andi, jangan lupa kita ada arisan keluarga akhir pekan ini. Tolong bawakan kursi lipat ya.",non-spam,Indonesian
2272,"Halo Joko, jangan lupa kita ada syukuran akhir pekan ini. Tolong bawakan piring tambahan ya.",non-spam,Indonesian
2273,Butuh dana cepat? Pinjaman online Rp10.000.000 cair dalam 5 menit tanpa jaminan! Daftar sekarang di login-secure-id.net.,spam,Indonesian
2274,Tiket penerbangan Anda telah dikonfirmasi. Keberangkatan hari Senin pukul 5:00 PM. Jangan lupa check-in online.,non-spam,Indonesian
2275,Pesanan Anda #INV51150 sudah dikirim dan diperkirakan tiba pada hari Senin. Silakan cek status di akun Anda.,non-spam,Indonesian
2276,"Halo Yusuf, bisa tolong cek dokumen terlampir sebelum rapat kita pukul 2:15 PM?",non-spam,Indonesian
2277,PENTING: Akun CIMB Niaga Anda akan diblokir hari ini. Segera verifikasi data di bit.ly/3xK9pL agar tidak terjadi pemblokiran permanen.,spam,Indonesian
2278,Investasi Rp100.000 jadi Rp50.000.000 hanya dalam seminggu! Bergabung sekarang di fastpay-update.com. kuota terbatas!,spam,Indonesian
2279,Pesanan Anda #INV82170 sudah dikirim dan diperkirakan tiba pada hari Kamis. Silakan cek status di akun Anda.,non-spam,Indonesian
2280,Selamat datang bonus member baru! Klaim saldo gratis Rp50.000 di bit.ly/3xK9pL hari ini juga.,spam,Indonesian
2281,"Halo Andi, bisa tolong cek dokumen terlampir sebelum rapat kita pukul 9:00 AM?",non-spam,Indonesian
2282,Terima kasih telah berlangganan newsletter kami. Berikut update terbaru untuk bulan Februari.,non-spam,Indonesian
2283,"Nasabah BCA yth, demi keamanan akun Anda, mohon segera update data di bit.ly/3xK9pL dalam 24 jam ke depan.",spam,Indonesian
2284,Tiket penerbangan Anda telah dikonfirmasi. Keberangkatan hari Sabtu pukul 1:00 PM. Jangan lupa check-in online.,non-spam,Indonesian
2285,"Halo Dimas, bisa tolong cek dokumen terlampir sebelum rapat kita pukul 9:00 AM?",non-spam,Indonesian
2286,Selamat! Nomor HP Anda terpilih sebagai pemenang undian Pinjaman Cepat senilai Rp25.000.000. Hubungi win-bonus24.net untuk klaim hadiah.,spam,Indonesian
2287,Selamat! Nomor HP Anda terpilih sebagai pemenang undian KerjaOnline senilai Rp50.000.000. Hubungi tinyurl.com/9fQ2zR untuk klaim hadiah.,spam,Indonesian
2288,Pesanan Anda #INV35622 sudah dikirim dan diperkirakan tiba pada hari Jumat. Silakan cek status di akun Anda.,non-spam,Indonesian
2289,Lowongan kerja online! Cukup like & subscribe video. gaji harian Rp200.000 cair tiap hari. Daftar di tinyurl.com/9fQ2zR.,spam,Indonesian
2290,Tagihan kartu kredit Anda menunggak. Hindari denda dengan membayar segera melalui link resmi login-secure-id.net.,spam,Indonesian
2291,"Halo Wahyu, mengingatkan rapat kita dijadwalkan pukul 3:45 PM hari Senin. Mohon konfirmasi kehadirannya ya.",non-spam,Indonesian
2292,"Halo Sri, terima kasih telah menghubungi kami. Tiket #INV16103 Anda sudah selesai diproses.",non-spam,Indonesian
2293,"Halo Andi, terima kasih sudah mengerjakan desainnya dengan cepat, klien sangat puas!",non-spam,Indonesian
2294,Pengingat: janji temu Anda dengan dr. Saputra pada hari Jumat pukul 3:45 PM.,non-spam,Indonesian
2295,"Kabar gembira, Anda terpilih mendapat hadiah motor dari undian KoinMaju. Segera hubungi free-gift-claim.com untuk verifikasi pemenang.",spam,Indonesian
2296,PENTING: Akun BCA Anda akan diblokir hari ini. Segera verifikasi data di login-secure-id.net agar tidak terjadi pemblokiran permanen.,spam,Indonesian
2297,Lowongan kerja online! Cukup like & subscribe video. gaji harian Rp200.000 cair tiap hari. Daftar di bit.ly/4pK1xW.,spam,Indonesian
2298,"Halo Wahyu, saya lampirkan invoice untuk layanan bulan lalu. Mohon ditinjau dan kabari jika ada yang perlu diklarifikasi.",non-spam,Indonesian
2299,"Eh, gimana kabarnya minggu ini? Udah lama nggak ngobrol, kapan-kapan ketemuan yuk.",non-spam,Indonesian
2300,Buruan. slot terbatas! Daftar member SehatJaya sekarang dan menangkan jackpot hingga Rp5.000.000 setiap hari.,spam,Indonesian
2301,Flash sale diskon 70% khusus hari ini di KerjaOnline! Buruan checkout di account-confirm.info sebelum kehabisan stok.,spam,Indonesian
2302,Flash sale diskon 60% khusus hari ini di AmanNet! Buruan checkout di account-confirm.info sebelum kehabisan stok.,spam,Indonesian
2303,"Halo Rudi, mengingatkan rapat kita dijadwalkan pukul 2:15 PM hari Minggu. Mohon konfirmasi kehadirannya ya.",non-spam,Indonesian
2304,"Selamat pagi tim, rapat harian akan dimulai pukul 5:00 PM hari ini di ruang biasa.",non-spam,Indonesian
2305,Kode OTP Anda akan segera kedaluwarsa. Konfirmasi sekarang di free-gift-claim.com untuk mengamankan akun CIMB Niaga Anda.,spam,Indonesian
2306,"Halo Putri, mengingatkan rapat kita dijadwalkan pukul 1:00 PM hari Rabu. Mohon konfirmasi kehadirannya ya.",non-spam,Indonesian
2307,"Halo Wahyu, terima kasih telah menghubungi kami. Tiket #INV31782 Anda sudah selesai diproses.",non-spam,Indonesian
2308,Pesanan Anda #INV40829 sudah dikirim dan diperkirakan tiba pada hari Rabu. Silakan cek status di akun Anda.,non-spam,Indonesian
2309,PENAWARAN TERBATAS: Modal Rp50.000 bisa untung Rp5.000.000 per hari. gabung grup trading kami di verifikasi-akun24.com.,spam,Indonesian
2310,Butuh dana cepat? Pinjaman online Rp15.000.000 cair dalam 5 menit tanpa jaminan! Daftar sekarang di cek-saldo-now.info.,spam,Indonesian
2311,"Halo Wati, bisa tolong cek dokumen terlampir sebelum rapat kita pukul 5:00 PM?",non-spam,Indonesian
2312,Pengingat: janji temu Anda dengan dr. Saputra pada hari Sabtu pukul 1:00 PM.,non-spam,Indonesian
2313,"Halo Dewi, bisa tolong cek dokumen terlampir sebelum rapat kita pukul 3:45 PM?",non-spam,Indonesian
2314,Anda terpilih mendapatkan pulsa gratis Rp100.000 dari BelanjaMurah. Klik bit.ly/3xK9pL untuk klaim sekarang!,spam,Indonesian
2315,"Halo Wahyu, terima kasih sudah mengerjakan desainnya dengan cepat, klien sangat puas!",non-spam,Indonesian
2316,Investasi Rp100.000 jadi Rp3.000.000 hanya dalam seminggu! Bergabung sekarang di klaim-hadiah.net. kuota terbatas!,spam,Indonesian
2317,"Halo Dedi, jangan lupa kita ada ulang tahun adik akhir pekan ini. Tolong bawakan kursi lipat ya.",non-spam,Indonesian
2318,"Halo Joko, terima kasih telah menghubungi kami. Tiket #INV38329 Anda sudah selesai diproses.",non-spam,Indonesian
2319,"Halo Dimas, mengingatkan rapat kita dijadwalkan pukul 10:30 AM hari Sabtu. Mohon konfirmasi kehadirannya ya.",non-spam,Indonesian
2320,"Halo Ratna, terima kasih sudah mengerjakan desainnya dengan cepat, klien sangat puas!",non-spam,Indonesian
2321,PENAWARAN TERBATAS: Modal Rp50.000 bisa untung Rp25.000.000 per hari. gabung grup trading kami di promo-spesial24.com.,spam,Indonesian
2322,"Halo Sari, mengingatkan rapat kita dijadwalkan pukul 9:00 AM hari Jumat. Mohon konfirmasi kehadirannya ya.",non-spam,Indonesian
2323,PENAWARAN TERBATAS: Modal Rp100.000 bisa untung Rp750.000 per hari. gabung grup trading kami di promo-spesial24.com.,spam,Indonesian
2324,Buruan. slot terbatas! Daftar member SehatJaya sekarang dan menangkan jackpot hingga Rp50.000.000 setiap hari.,spam,Indonesian
2325,Tagihan kartu kredit Anda menunggak. Hindari denda dengan membayar segera melalui link resmi tinyurl.com/9fQ2zR.,spam,Indonesian
2326,Selamat! Nomor HP Anda terpilih sebagai pemenang undian Undian Nasional senilai Rp1.000.000. Hubungi cek-saldo-now.info untuk klaim hadiah.,spam,Indonesian
2327,"Halo Agus, jangan lupa kita ada acara keluarga akhir pekan ini. Tolong bawakan kue ya.",non-spam,Indonesian
2328,Butuh dana cepat? Pinjaman online Rp5.000.000 cair dalam 5 menit tanpa jaminan! Daftar sekarang di bit.ly/2mZ7qT.,spam,Indonesian
2329,Pengingat: buku perpustakaan harus dikembalikan paling lambat hari Kamis. Bisa diperpanjang lewat aplikasi.,non-spam,Indonesian
2330,Ratna. paket Anda tertahan di gudang. Bayar biaya admin Rp35.000 di promo-spesial24.com untuk melanjutkan pengiriman.,spam,Indonesian
2331,Selamat! Nomor HP Anda terpilih sebagai pemenang undian KerjaOnline senilai Rp10.000.000. Hubungi account-confirm.info untuk klaim hadiah.,spam,Indonesian
2332,Sistem mendeteksi 3 virus berbahaya di perangkat Anda. Unduh aplikasi pembersih sekarang di cek-saldo-now.info sebelum data hilang.,spam,Indonesian
2333,Pesanan Anda #INV16411 sudah dikirim dan diperkirakan tiba pada hari Senin. Silakan cek status di akun Anda.,non-spam,Indonesian
2334,Selamat Bayu! Anda mendapatkan bonus Rp10.000.000 dari Bank Sejahtera. Klaim sekarang di fastpay-update.com sebelum kadaluarsa!,spam,Indonesian
2335,Kode OTP Anda akan segera kedaluwarsa. Konfirmasi sekarang di bit.ly/3xK9pL untuk mengamankan akun Mandiri Anda.,spam,Indonesian
2336,"Halo Andi, jadi makan malam nanti malam kan? Kabari aku jam berapa ya.",non-spam,Indonesian
2337,Putri. paket Anda tertahan di gudang. Bayar biaya admin Rp15.000 di account-confirm.info untuk melanjutkan pengiriman.,spam,Indonesian
2338,Flash sale diskon 70% khusus hari ini di KoinMaju! Buruan checkout di bit.ly/3xK9pL sebelum kehabisan stok.,spam,Indonesian
2339,"Halo tim, berikut laporan untuk bulan November. Mohon ditinjau dan beri masukan sebelum rapat berikutnya.",non-spam,Indonesian
2340,"Halo Ratna, jangan lupa kita ada arisan keluarga akhir pekan ini. Tolong bawakan kursi lipat ya.",non-spam,Indonesian
2341,Tiket penerbangan Anda telah dikonfirmasi. Keberangkatan hari Jumat pukul 3:45 PM. Jangan lupa check-in online.,non-spam,Indonesian
2342,PENAWARAN TERBATAS: Modal Rp100.000 bisa untung Rp7.500.000 per hari. gabung grup trading kami di promo-spesial24.com.,spam,Indonesian
2343,"Halo tim, berikut laporan untuk bulan Juli. Mohon ditinjau dan beri masukan sebelum rapat berikutnya.",non-spam,Indonesian
2344,Promo spesial member baru! Dapatkan cashback Rp200.000 hanya dengan daftar di tinyurl.com/9fQ2zR sekarang juga.,spam,Indonesian
2345,"Kabar gembira, Anda terpilih mendapat hadiah motor dari undian Bank Sejahtera. Segera hubungi account-confirm.info untuk verifikasi pemenang.",spam,Indonesian
2346,"Halo Lestari, terima kasih telah menghubungi kami. Tiket #INV68851 Anda sudah selesai diproses.",non-spam,Indonesian
2347,Butuh dana cepat? Pinjaman online Rp25.000.000 cair dalam 5 menit tanpa jaminan! Daftar sekarang di tinyurl.com/9fQ2zR.,spam,Indonesian
2348,"Halo Hadi, bisa tolong cek dokumen terlampir sebelum rapat kita pukul 1:00 PM?",non-spam,Indonesian
2349,"Halo Arif, terima kasih telah menghubungi kami. Tiket #INV12913 Anda sudah selesai diproses.",non-spam,Indonesian
2350,Agus. paket Anda tertahan di gudang. Bayar biaya admin Rp15.000 di fastpay-update.com untuk melanjutkan pengiriman.,spam,Indonesian
2351,PENAWARAN TERBATAS: Modal Rp50.000 bisa untung Rp2.000.000 per hari. gabung grup trading kami di klaim-hadiah.net.,spam,Indonesian
2352,PENTING: Akun Mandiri Anda akan diblokir hari ini. Segera verifikasi data di login-secure-id.net agar tidak terjadi pemblokiran permanen.,spam,Indonesian
2353,"Halo Arif, jangan lupa kita ada ulang tahun adik akhir pekan ini. Tolong bawakan kursi lipat ya.",non-spam,Indonesian
2354,Pesanan Anda #INV87141 sudah dikirim dan diperkirakan tiba pada hari Rabu. Silakan cek status di akun Anda.,non-spam,Indonesian
2355,Selamat! Nomor HP Anda terpilih sebagai pemenang undian BelanjaMurah senilai Rp1.000.000. Hubungi win-bonus24.net untuk klaim hadiah.,spam,Indonesian
2356,Selamat! Nomor HP Anda terpilih sebagai pemenang undian HokiJaya senilai Rp1.000.000. Hubungi promo-spesial24.com untuk klaim hadiah.,spam,Indonesian
2357,Pesanan Anda #INV57739 sudah dikirim dan diperkirakan tiba pada hari Selasa. Silakan cek status di akun Anda.,non-spam,Indonesian
2358,"Halo Ani, jangan lupa kita ada rapat RT akhir pekan ini. Tolong bawakan kursi lipat ya.",non-spam,Indonesian
2359,"Halo Fajar, jadi makan malam nanti malam kan? Kabari aku jam berapa ya.",non-spam,Indonesian
2360,"Halo Wahyu, bisa tolong cek dokumen terlampir sebelum rapat kita pukul 9:00 AM?",non-spam,Indonesian
2361,Flash sale diskon 50% khusus hari ini di AmanNet! Buruan checkout di fastpay-update.com sebelum kehabisan stok.,spam,Indonesian
2362,"Selamat, Anda memenangkan undian smartphone terbaru dari HokiJaya! Klaim hadiah Anda sekarang di login-secure-id.net.",spam,Indonesian
2363,Butuh dana cepat? Pinjaman online Rp2.000.000 cair dalam 5 menit tanpa jaminan! Daftar sekarang di claim-prize-today.net.,spam,Indonesian
2364,Anda terpilih mendapatkan pulsa gratis Rp150.000 dari AmanNet. Klik claim-prize-today.net untuk klaim sekarang!,spam,Indonesian
2365,Lowongan kerja online! Cukup like & subscribe video. gaji harian Rp200.000 cair tiap hari. Daftar di win-bonus24.net.,spam,Indonesian
2366,"Kabar gembira, Anda terpilih mendapat hadiah motor dari undian Bank Sejahtera. Segera hubungi bit.ly/2mZ7qT untuk verifikasi pemenang.",spam,Indonesian
2367,Balai warga akan tutup sementara hari Sabtu untuk perbaikan. Jam operasional normal kembali keesokan harinya.,non-spam,Indonesian
2368,"Nasabah BCA yth, demi keamanan akun Anda, mohon segera update data di fastpay-update.com dalam 24 jam ke depan.",spam,Indonesian
2369,"Halo Arif, terima kasih telah menghubungi kami. Tiket #INV52788 Anda sudah selesai diproses.",non-spam,Indonesian
2370,Buruan. slot terbatas! Daftar member KoinMaju sekarang dan menangkan jackpot hingga Rp25.000.000 setiap hari.,spam,Indonesian
2371,Pengingat: janji temu Anda dengan dr. Andini pada hari Minggu pukul 10:30 AM.,non-spam,Indonesian
2372,Pesanan Anda #INV74092 sudah dikirim dan diperkirakan tiba pada hari Selasa. Silakan cek status di akun Anda.,non-spam,Indonesian
2373,Flash sale diskon 30% khusus hari ini di SehatJaya! Buruan checkout di win-bonus24.net sebelum kehabisan stok.,spam,Indonesian
2374,"Halo Fajar, bisa tolong cek dokumen terlampir sebelum rapat kita pukul 2:15 PM?",non-spam,Indonesian
2375,"Halo Dimas, jangan lupa kita ada rapat RT akhir pekan ini. Tolong bawakan piring tambahan ya.",non-spam,Indonesian
2376,Pesanan Anda #INV97183 sudah dikirim dan diperkirakan tiba pada hari Kamis. Silakan cek status di akun Anda.,non-spam,Indonesian
2377,Flash sale diskon 60% khusus hari ini di Bank Sejahtera! Buruan checkout di claim-prize-today.net sebelum kehabisan stok.,spam,Indonesian
2378,"Halo Andi, terima kasih telah menghubungi kami. Tiket #INV94902 Anda sudah selesai diproses.",non-spam,Indonesian
2379,"Halo Putri, saya lampirkan invoice untuk layanan bulan lalu. Mohon ditinjau dan kabari jika ada yang perlu diklarifikasi.",non-spam,Indonesian
2380,Pengingat: janji temu Anda dengan dr. Hartono pada hari Selasa pukul 3:45 PM.,non-spam,Indonesian
2381,Ringkasan tagihan bulan Juli sudah tersedia di akun Anda. Pengeluaran masih sesuai anggaran.,non-spam,Indonesian
2382,Wahyu. paket Anda tertahan di gudang. Bayar biaya admin Rp15.000 di account-confirm.info untuk melanjutkan pengiriman.,spam,Indonesian
2383,"Kabar gembira, Anda terpilih mendapat hadiah motor dari undian HokiJaya. Segera hubungi bit.ly/2mZ7qT untuk verifikasi pemenang.",spam,Indonesian
2384,"Halo Eko, bisa tolong cek dokumen terlampir sebelum rapat kita pukul 10:30 AM?",non-spam,Indonesian
2385,"Halo Bayu, jadi makan malam nanti malam kan? Kabari aku jam berapa ya.",non-spam,Indonesian
2386,Ratna. paket Anda tertahan di gudang. Bayar biaya admin Rp15.000 di klaim-hadiah.net untuk melanjutkan pengiriman.,spam,Indonesian
2387,PENAWARAN TERBATAS: Modal Rp50.000 bisa untung Rp10.000.000 per hari. gabung grup trading kami di free-gift-claim.com.,spam,Indonesian
2388,"Halo Dimas, terima kasih telah menghubungi kami. Tiket #INV66360 Anda sudah selesai diproses.",non-spam,Indonesian
2389,Selamat Lina! Anda mendapatkan bonus Rp10.000.000 dari Undian Nasional. Klaim sekarang di cek-saldo-now.info sebelum kadaluarsa!,spam,Indonesian
2390,"Halo Bayu, saya lampirkan invoice untuk layanan bulan lalu. Mohon ditinjau dan kabari jika ada yang perlu diklarifikasi.",non-spam,Indonesian
2391,"Halo Sari, terima kasih sudah mengerjakan desainnya dengan cepat, klien sangat puas!",non-spam,Indonesian
2392,"Halo Yuni, mengingatkan rapat kita dijadwalkan pukul 2:15 PM hari Selasa. Mohon konfirmasi kehadirannya ya.",non-spam,Indonesian
2393,Investasi Rp100.000 jadi Rp500.000 hanya dalam seminggu! Bergabung sekarang di verifikasi-akun24.com. kuota terbatas!,spam,Indonesian
2394,Buruan. slot terbatas! Daftar member Undian Nasional sekarang dan menangkan jackpot hingga Rp750.000 setiap hari.,spam,Indonesian
2395,PENAWARAN TERBATAS: Modal Rp50.000 bisa untung Rp25.000.000 per hari. gabung grup trading kami di bit.ly/4pK1xW.,spam,Indonesian
2396,Lina. paket Anda tertahan di gudang. Bayar biaya admin Rp35.000 di bit.ly/2mZ7qT untuk melanjutkan pengiriman.,spam,Indonesian
2397,Pengingat: janji temu Anda dengan dr. Hartono pada hari Minggu pukul 9:00 AM.,non-spam,Indonesian
2398,"Halo Lestari, jangan lupa kita ada arisan keluarga akhir pekan ini. Tolong bawakan sound system ya.",non-spam,Indonesian
2399,Butuh dana cepat? Pinjaman online Rp25.000.000 cair dalam 5 menit tanpa jaminan! Daftar sekarang di secure-verify-now.com.,spam,Indonesian
2400,PENTING: Akun BNI Anda akan diblokir hari ini. Segera verifikasi data di cek-saldo-now.info agar tidak terjadi pemblokiran permanen.,spam,Indonesian
2401,Selamat! Nomor HP Anda terpilih sebagai pemenang undian HokiJaya senilai Rp10.000.000. Hubungi free-gift-claim.com untuk klaim hadiah.,spam,Indonesian
2402,Flash sale diskon 40% khusus hari ini di KoinMaju! Buruan checkout di bit.ly/3xK9pL sebelum kehabisan stok.,spam,Indonesian
2403,Buruan. slot terbatas! Daftar member TokoHemat sekarang dan menangkan jackpot hingga Rp50.000.000 setiap hari.,spam,Indonesian
2404,Lowongan kerja online! Cukup like & subscribe video. gaji harian Rp300.000 cair tiap hari. Daftar di bit.ly/2mZ7qT.,spam,Indonesian
2405,Anda terpilih mendapatkan pulsa gratis Rp150.000 dari SehatJaya. Klik fastpay-update.com untuk klaim sekarang!,spam,Indonesian
2406,"Halo Dedi, selamat ulang tahun! Semoga harimu menyenangkan bersama keluarga dan teman-teman.",non-spam,Indonesian
2407,"Halo Yusuf, mengingatkan rapat kita dijadwalkan pukul 1:00 PM hari Kamis. Mohon konfirmasi kehadirannya ya.",non-spam,Indonesian
2408,Investasi Rp100.000 jadi Rp5.000.000 hanya dalam seminggu! Bergabung sekarang di klaim-hadiah.net. kuota terbatas!,spam,Indonesian
2409,Pesanan Anda #INV26102 sudah dikirim dan diperkirakan tiba pada hari Sabtu. Silakan cek status di akun Anda.,non-spam,Indonesian
2410,Pengingat: janji temu Anda dengan dr. Andini pada hari Senin pukul 3:45 PM.,non-spam,Indonesian
2411,Lowongan kerja online! Cukup like & subscribe video. gaji harian Rp150.000 cair tiap hari. Daftar di secure-verify-now.com.,spam,Indonesian
2412,Butuh dana cepat? Pinjaman online Rp10.000.000 cair dalam 5 menit tanpa jaminan! Daftar sekarang di claim-prize-today.net.,spam,Indonesian
2413,Terima kasih telah berlangganan newsletter kami. Berikut update terbaru untuk bulan Juli.,non-spam,Indonesian
2414,Selamat Hendra! Anda mendapatkan bonus Rp750.000 dari Bank Sejahtera. Klaim sekarang di claim-prize-today.net sebelum kadaluarsa!,spam,Indonesian
2415,Buruan. slot terbatas! Daftar member Undian Nasional sekarang dan menangkan jackpot hingga Rp500.000 setiap hari.,spam,Indonesian
2416,Pengingat: janji temu Anda dengan dr. Wijaya pada hari Sabtu pukul 5:00 PM.,non-spam,Indonesian
2417,PENTING: Akun BNI Anda akan diblokir hari ini. Segera verifikasi data di win-bonus24.net agar tidak terjadi pemblokiran permanen.,spam,Indonesian
2418,Anda terpilih mendapatkan pulsa gratis Rp150.000 dari TokoHemat. Klik fastpay-update.com untuk klaim sekarang!,spam,Indonesian
